ID Material,Unidad de medida,Cantidad,Almacén,datos,ID Cliente,Nombre Cliente,Fecha,Nombre Material,Categoría 1,Categoría 2
470011,PC,-3600,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 470011,Cat 5,Familia 12
470011,PC,-396,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45627,Material - 470011,Cat 5,Familia 12
473115,PC,-2004,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 473115,Cat 5,Familia 12
496110,PC,-120,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45323,Material - 496110,Cat 5,Familia 13
496110,PC,-560,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 496110,Cat 5,Familia 13
496110,PC,-96,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45566,Material - 496110,Cat 5,Familia 13
496110,PC,-240,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45597,Material - 496110,Cat 5,Familia 13
496210,PC,-912,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45323,Material - 496210,Cat 5,Familia 13
496210,PC,-560,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 496210,Cat 5,Familia 13
496210,PC,-320,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45474,Material - 496210,Cat 5,Familia 13
496210,PC,-48,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45597,Material - 496210,Cat 5,Familia 13
498110,PC,-912,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 498110,Cat 5,Familia 13
499110,PC,-792,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 499110,Cat 5,Familia 13
499110,PC,-216,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45474,Material - 499110,Cat 5,Familia 13
499110,PC,-60,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45536,Material - 499110,Cat 5,Familia 13
499110,PC,-48,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45597,Material - 499110,Cat 5,Familia 13
499110,PC,-48,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45627,Material - 499110,Cat 5,Familia 13
499210,PC,-456,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45323,Material - 499210,Cat 5,Familia 13
499210,PC,-1200,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 499210,Cat 5,Familia 13
499210,PC,-144,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45566,Material - 499210,Cat 5,Familia 13
499210,PC,-144,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45597,Material - 499210,Cat 5,Familia 13
499210,PC,-144,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45627,Material - 499210,Cat 5,Familia 13
538717,PC,-1000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 538717,Cat 6,Familia 14
575100,PC,-84,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 575100,Cat 2,Familia 15
634756,PC,-5775,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 634756,Cat 7,Familia 16
636120,PC,-1240,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 636120,Cat 8,Familia 17
636120,PC,-300,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45566,Material - 636120,Cat 8,Familia 17
670221,PC,-1200,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 670221,Cat 5,Familia 12
690210,PC,-2004,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 690210,Cat 5,Familia 13
690210,PC,-300,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45474,Material - 690210,Cat 5,Familia 13
690210,PC,-300,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45566,Material - 690210,Cat 5,Familia 13
695510,PC,-1020,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 695510,Cat 5,Familia 13
695510,PC,-120,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45566,Material - 695510,Cat 5,Familia 13
695510,PC,-108,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45597,Material - 695510,Cat 5,Familia 13
697710,PC,-396,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45323,Material - 697710,Cat 5,Familia 13
697710,PC,-780,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 697710,Cat 5,Familia 13
697710,PC,-252,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45474,Material - 697710,Cat 5,Familia 13
697710,PC,-96,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45566,Material - 697710,Cat 5,Familia 13
697710,PC,-96,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45597,Material - 697710,Cat 5,Familia 13
697710,PC,-48,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45627,Material - 697710,Cat 5,Familia 13
740300,PC,-600,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 740300,Cat 9,Familia 18
740308,PC,-1200,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 740308,Cat 9,Familia 18
742000,PC,-1000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 742000,Cat 9,Familia 18
742000,PC,-200,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45566,Material - 742000,Cat 9,Familia 18
742551,PC,-1644,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 742551,Cat 9,Familia 18
749050,PC,-600,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 749050,Cat 10,Familia 19
749051,PC,-528,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 749051,Cat 10,Familia 19
755121,PC,-140,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 755121,Cat 8,Familia 20
755210,PC,-50,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45323,Material - 755210,Cat 8,Familia 20
755210,PC,-198,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 755210,Cat 8,Familia 20
755210,PC,-100,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45474,Material - 755210,Cat 8,Familia 20
755210,PC,-82,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45597,Material - 755210,Cat 8,Familia 20
844612,PC,-800,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 844612,Cat 11,Familia 21
845001,PC,-1440,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 845001,Cat 11,Familia 21
845001,PC,-120,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45474,Material - 845001,Cat 11,Familia 21
845469,PC,-1800,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 845469,Cat 11,Familia 21
847010,PC,-1000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 847010,Cat 11,Familia 21
849010,PC,-1000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 849010,Cat 11,Familia 21
853406,PC,-2000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 853406,Cat 10,Familia 22
894110,PC,-198,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45323,Material - 894110,Cat 12,Familia 23
894110,PC,-396,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45383,Material - 894110,Cat 12,Familia 23
894110,PC,-198,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45444,Material - 894110,Cat 12,Familia 23
894110,PC,-102,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45474,Material - 894110,Cat 12,Familia 23
895009,PC,-5000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 895009,Cat 1,Familia 3
899211,PC,-6000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 899211,Cat 1,Familia 3
899223,PC,-5352,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 899223,Cat 1,Familia 3
899224,PC,-1400,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 899224,Cat 1,Familia 3
899232,PC,-1680,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 899232,Cat 1,Familia 3
907039,PC,-240,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 907039,Cat 13,Familia 24
934802,PC,-500,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 934802,Cat 14,Familia 25
934802,PC,-120,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45474,Material - 934802,Cat 14,Familia 25
966910,PC,-376,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 966910,Cat 14,Familia 25
967301,PC,-504,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 967301,Cat 14,Familia 25
967302,PC,-1000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 967302,Cat 14,Familia 25
967304,PC,-1000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 967304,Cat 14,Familia 25
967312,PC,-504,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 967312,Cat 14,Familia 25
967910,PC,-300,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 967910,Cat 14,Familia 25
981748,PC,-3000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 981748,Cat 1,Familia 3
001700ZM,PC,-2136,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 001700ZM,Cat 7,Familia 26
006303ZM,PC,-11010,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 006303ZM,Cat 7,Familia 27
012000,PC,-3000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 012000,Cat 3,Familia 6
016610,PC,-600,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 016610,Cat 7,Familia 26
017610ZM,PC,-6225,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 017610ZM,Cat 7,Familia 26
017710,PC,-2025,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 017710,Cat 7,Familia 26
017810,PC,-1788,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 017810,Cat 7,Familia 26
018410,PC,-1200,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 018410,Cat 7,Familia 26
019205,PC,-3000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 019205,Cat 1,Familia 3
027900,PC,-6400,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 027900,Cat 1,Familia 28
029030ZM,PC,-900,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 029030ZM,Cat 6,Familia 29
030210ZM,PC,-2304,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 030210ZM,Cat 7,Familia 30
040702,PC,-1220,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 040702,Cat 14,Familia 31
043110,PC,-1200,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 043110,Cat 7,Familia 30
069300,PC,-6000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 069300,Cat 5,Familia 12
069300,PC,-300,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45597,Material - 069300,Cat 5,Familia 12
089301,PC,-168,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45323,Material - 089301,Cat 12,Familia 23
089301,PC,-396,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45413,Material - 089301,Cat 12,Familia 23
089301,PC,-120,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45474,Material - 089301,Cat 12,Familia 23
089301,PC,-120,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45566,Material - 089301,Cat 12,Familia 23
1302I060F,PC,-1716,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 1302I060F,Cat 1,Familia 2
1302I060F,PC,-156,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45536,Material - 1302I060F,Cat 1,Familia 2
1302I075F,PC,-1326,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 1302I075F,Cat 1,Familia 2
1302I075F,PC,-210,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45505,Material - 1302I075F,Cat 1,Familia 2
1302I075F,PC,-60,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45566,Material - 1302I075F,Cat 1,Familia 2
1302I091F,PC,-1032,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 1302I091F,Cat 1,Familia 2
1302I091F,PC,-336,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45383,Material - 1302I091F,Cat 1,Familia 2
1302I091F,PC,-204,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45505,Material - 1302I091F,Cat 1,Familia 2
1302I091F,PC,-138,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45566,Material - 1302I091F,Cat 1,Familia 2
1302I091F,PC,-180,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45597,Material - 1302I091F,Cat 1,Familia 2
183224ZM,PC,-4596,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 183224ZM,Cat 11,Familia 32
2013J030G,PC,-2052,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 2013J030G,Cat 1,Familia 33
2013J030G,PC,-246,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45505,Material - 2013J030G,Cat 1,Familia 33
634753ZM,PC,-8004,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 634753ZM,Cat 7,Familia 16
634753ZM,PC,-250,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45536,Material - 634753ZM,Cat 7,Familia 16
634754ZM,PC,-10164,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 634754ZM,Cat 7,Familia 16
634754ZM,PC,-276,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45627,Material - 634754ZM,Cat 7,Familia 16
829600ZV,PC,-3000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 829600ZV,Cat 11,Familia 32
829602ZV,PC,-2004,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 829602ZV,Cat 11,Familia 32
832017ZV,PC,-2004,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 832017ZV,Cat 11,Familia 32
832023ZM,PC,-5004,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 832023ZM,Cat 11,Familia 32
832048ZV,PC,-2004,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 832048ZV,Cat 11,Familia 32
832072ZV,PC,-840,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 832072ZV,Cat 11,Familia 32
845924ZM,PC,-1000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 845924ZM,Cat 11,Familia 21
845936ZM,PC,-2400,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 845936ZM,Cat 11,Familia 21
851721ZM,PC,-9000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 851721ZM,Cat 10,Familia 34
851721ZM,PC,-300,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45566,Material - 851721ZM,Cat 10,Familia 34
851745ZV,PC,-12000,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 851745ZV,Cat 10,Familia 34
851759ZV,PC,-1040,M552,Forecast - Fcst V01,FMX_001,Cliente 001,45352,Material - 851759ZV,Cat 10,Familia 34
19206,PC,-480,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45323,Material - 19206,Cat 1,Familia 3
19206,PC,-324,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45352,Material - 19206,Cat 1,Familia 3
19206,PC,-108,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45383,Material - 19206,Cat 1,Familia 3
19206,PC,-44000,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45413,Material - 19206,Cat 1,Familia 3
19206,PC,-72,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45444,Material - 19206,Cat 1,Familia 3
19206,PC,-396,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45474,Material - 19206,Cat 1,Familia 3
19206,PC,-396,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45505,Material - 19206,Cat 1,Familia 3
19206,PC,-96,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45536,Material - 19206,Cat 1,Familia 3
19206,PC,-745,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45566,Material - 19206,Cat 1,Familia 3
19206,PC,-587,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45597,Material - 19206,Cat 1,Familia 3
19206,PC,-237,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45627,Material - 19206,Cat 1,Familia 3
24001,PC,-1285,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45323,Material - 24001,Cat 1,Familia 1
24001,PC,-1285,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45352,Material - 24001,Cat 1,Familia 1
24001,PC,-410,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45383,Material - 24001,Cat 1,Familia 1
24001,PC,-12415,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45413,Material - 24001,Cat 1,Familia 1
24001,PC,-255,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45444,Material - 24001,Cat 1,Familia 1
24001,PC,-1100,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45474,Material - 24001,Cat 1,Familia 1
24001,PC,-955,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45505,Material - 24001,Cat 1,Familia 1
24001,PC,-660,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45536,Material - 24001,Cat 1,Familia 1
24001,PC,-1965,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45566,Material - 24001,Cat 1,Familia 1
24001,PC,-1285,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45597,Material - 24001,Cat 1,Familia 1
24001,PC,-1245,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45627,Material - 24001,Cat 1,Familia 1
24008,PC,-912,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45323,Material - 24008,Cat 1,Familia 1
24008,PC,-912,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45352,Material - 24008,Cat 1,Familia 1
24008,PC,-912,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45383,Material - 24008,Cat 1,Familia 1
24008,PC,-2676,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45413,Material - 24008,Cat 1,Familia 1
24008,PC,-216,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45444,Material - 24008,Cat 1,Familia 1
24008,PC,-120,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45474,Material - 24008,Cat 1,Familia 1
24008,PC,-72,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45505,Material - 24008,Cat 1,Familia 1
24008,PC,-420,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45536,Material - 24008,Cat 1,Familia 1
24008,PC,-163,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45566,Material - 24008,Cat 1,Familia 1
24008,PC,-229,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45597,Material - 24008,Cat 1,Familia 1
24008,PC,-302,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45627,Material - 24008,Cat 1,Familia 1
49069,PC,-972,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45323,Material - 49069,Cat 6,Familia 29
49069,PC,-1236,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45352,Material - 49069,Cat 6,Familia 29
49069,PC,-240,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45383,Material - 49069,Cat 6,Familia 29
49069,PC,-12156,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45413,Material - 49069,Cat 6,Familia 29
49069,PC,-228,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45444,Material - 49069,Cat 6,Familia 29
49069,PC,-300,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45474,Material - 49069,Cat 6,Familia 29
49069,PC,-472,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45505,Material - 49069,Cat 6,Familia 29
49069,PC,-792,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45536,Material - 49069,Cat 6,Familia 29
49069,PC,-912,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45566,Material - 49069,Cat 6,Familia 29
49069,PC,-787,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45597,Material - 49069,Cat 6,Familia 29
49069,PC,-472,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45627,Material - 49069,Cat 6,Familia 29
108512,PC,-1152,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45323,Material - 108512,Cat 3,Familia 5
108512,PC,-1440,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45352,Material - 108512,Cat 3,Familia 5
108512,PC,-1440,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45383,Material - 108512,Cat 3,Familia 5
108512,PC,-33000,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45413,Material - 108512,Cat 3,Familia 5
108512,PC,-240,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45444,Material - 108512,Cat 3,Familia 5
108512,PC,-2148,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45474,Material - 108512,Cat 3,Familia 5
108512,PC,-2124,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45505,Material - 108512,Cat 3,Familia 5
108512,PC,-696,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45536,Material - 108512,Cat 3,Familia 5
108512,PC,-3588,M552,Forecast - Fcst V01,FMX_002,Cliente 002,45566,Material - 108512,Cat 3,Familia 5
